Expired Flow,duration,tl_pkts, tl_bytes, pkts/s, bytes/s,avg , min, max, stddev,tot_fw_pk,tot_bw_pk,fw_pkt_l_avg, fw_pkt_l_min, fw_pkt_l_max, fw_pkt_l_std, bw_pkt_l_avg, bw_pkt_l_min, bw_pkt_l_max, bw_pkt_l_stddev, fw_pkt_s, bw_pkt_s, fl_iat_avg, fl_iat_std, fl_iat_min,fl_iat_max,fw_iat_tot, fw_iat_avg, fw_iat_std, fw_iat_min, fw_iat_max,bw_iat_tot, bw_iat_avg, bw_iat_std, bw_iat_min, bw_iat_max
192.168.1.2:39034→116.198.4.66:10602,120.038216,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061071.53,9421239.54, 777.00, 19981772.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001033,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143004.71,26951786.74, 16769.00, 59762255.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.015993,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30003998.25,29984477.26, 19156.00, 59989349.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.037078,22,3137,0.18,26.13,975.64,6,3137,1269.68,13,9,893.00, 6, 2957,  1198.35, 747.11, 6, 2951, 1178.86,96.71, 0.00 ,  5716051.33,8670001.59, 0.00, 19990876.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.002000,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143142.86,26939499.50, 16944.00, 59742996.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.017813,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004453.25,29984661.25, 19527.00, 59989115.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.037263,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061015.47,9405737.55, 1462.00, 19981562.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.000726,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17142960.86,26927321.21, 17064.00, 59724147.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.038560,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061091.76,9395232.71, 687.00, 19981822.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.018574,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004643.50,29985063.50, 19439.00, 59989801.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001366,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143052.29,26914277.67, 16800.00, 59702785.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.036535,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7060972.65,9385674.17, 15.00, 19981374.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.004282,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30001070.50,29981306.42, 19698.00, 59989435.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001676,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143096.57,26899372.56, 17178.00, 59684218.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.038480,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061087.06,9376461.25, 0.00, 19981986.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001536,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143076.57,26888636.85, 16928.00, 59663108.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.018605,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004651.25,29984436.25, 20081.00, 59989433.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.037380,21,3131,0.17,26.08,1007.52,6,3131,1287.04,13,8,890.69, 6, 2951,  1195.93, 806.75, 6, 2945, 1234.25,96.46, 0.00 ,  6001869.00,8800331.30, 0.00, 19981790.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001034,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143004.86,26876402.22, 16897.00, 59642307.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.018335,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004583.75,29985074.75, 19149.00, 59990294.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.058068,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.54, 0.00 ,  7062239.29,9355386.31, 999.00, 19981759.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001701,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143100.14,26863717.43, 17163.00, 59622907.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.367847,18,456,0.15,3.79,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.51, 0.00 ,  7080461.59,9292158.43, 214.00, 19981730.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.017817,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004454.25,29983897.25, 19976.00, 59988669.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.000460,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17142922.86,26850755.64, 17484.00, 59602652.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.037787,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061046.29,9261261.02, 706.00, 19983671.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.018104,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004526.00,29984651.50, 19723.00, 59989195.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001639,7,454,0.06,3.78,288.86,6,454,155.27,4,3,225.50, 6, 448,  156.34, 224.00, 6, 442, 178.00,7.52, 0.00 ,  20000273.17,27992166.86, 16625.00, 59600153.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.037502,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061029.53,9253681.47, 0.00, 19983397.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.002353,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143193.29,26826079.93, 17040.00, 59563769.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.018350,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004587.50,29984334.00, 19952.00, 59989116.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.037557,22,3137,0.18,26.13,975.64,6,3137,1269.68,13,9,893.00, 6, 2957,  1198.35, 747.11, 6, 2951, 1178.86,96.71, 0.00 ,  5716074.14,8584742.44, 0.00, 19981681.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001150,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143021.43,26812473.28, 16435.00, 59542797.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.019191,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004797.75,29982443.37, 19640.00, 59989790.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.037547,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061032.18,9235612.12, 643.00, 19981666.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001384,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143054.86,26800849.18, 16964.00, 59523188.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.047841,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061637.71,9228884.88, 0.00, 19990178.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.017516,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004379.00,29984331.00, 19980.00, 59989308.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001917,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143131.00,26788177.83, 16269.00, 59502789.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.038240,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061072.94,9164018.21, 0.00, 19981372.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.018613,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004653.25,29985076.75, 19546.00, 59990111.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001934,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143133.43,26774484.28, 17053.00, 59483355.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.038207,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061071.00,9211455.15, 0.00, 19981584.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001346,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143049.43,26762837.77, 16611.00, 59462609.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,918.536630,7,42,0.01,0.05,24.00,6,42,12.00,4,3,19.50, 6, 36,  11.52, 18.00, 6, 30, 9.80,0.08, 0.00 ,  153089438.33,325185043.25, 17968.00, 879970157.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,899.430921,2,218,0.00,0.24,112.00,6,218,106.00,1,1,6.00, 6, 6,  0.00, 6.00, 6, 6, 0.00,0.01, 0.00 ,  899430921.00,6.86, 899430921.00, 899430921.00,  0.00,0.00, 0.00, 0.00,  0.00, 0.00,0.00, 0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,1020.155433,5,30,0.00,0.03,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.04, 0.00 ,  255038858.25,407818257.88, 19964.00, 960126852.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.690063,10,472,0.08,3.91,239.00,6,472,175.93,5,5,194.80, 6, 466,  170.28, 190.00, 6, 460, 168.96,8.07, 0.00 ,  13410007.00,24524172.10, 17064.00, 59292097.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,139.979568,20,468,0.14,3.34,245.70,6,468,161.47,11,9,234.00, 6, 462,  160.10, 208.67, 6, 456, 161.14,18.39, 0.00 ,  7367345.68,9261851.53, 407.00, 19982681.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.018426,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004606.50,29984858.50, 19587.00, 59989800.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.009101,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17144157.29,26643560.55, 15790.00, 59273562.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,139.979846,20,468,0.14,3.34,280.50,6,468,153.72,11,9,264.55, 6, 462,  155.99, 248.67, 6, 456, 160.97,20.79, 0.00 ,  7367360.32,9254107.58, 0.00, 19981766.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.018416,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004604.00,29984255.00, 20046.00, 59989114.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.011139,9,466,0.07,3.88,304.67,6,466,151.48,4,5,230.00, 6, 454,  158.45, 272.40, 6, 460, 168.38,7.67, 0.00 ,  15001392.38,25545232.34, 16959.00, 59245697.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,121.929701,24,3323,0.20,27.25,1072.83,6,3323,1251.07,14,10,1001.93, 6, 3143,  1187.66, 840.40, 6, 3137, 1152.43,115.04, 0.00 ,  5301291.35,8229572.45, 0.00, 19981277.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.017404,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004351.00,29984376.00, 19432.00, 59988843.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.038108,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061065.18,9094576.58, 0.00, 19981741.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.015768,10,678,0.08,5.65,403.80,212,678,170.31,5,5,313.60, 212, 460,  114.85, 400.80, 212, 672, 170.28,13.06, 0.00 ,  13335085.33,24527007.73, 16718.00, 59222339.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.088330,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.54, 0.00 ,  7064019.41,9075972.11, 686.00, 19981494.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.017979,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004494.75,29984231.25, 20205.00, 59988930.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.017493,9,466,0.07,3.88,258.89,6,466,166.39,5,4,190.00, 6, 460,  168.96, 230.00, 6, 454, 158.45,7.92, 0.00 ,  15002186.62,25518301.66, 16485.00, 59202763.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.496838,18,456,0.15,3.78,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.50, 0.00 ,  7088049.29,8957568.00, 0.00, 19981665.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.018986,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004746.50,29984698.00, 20025.00, 59989473.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.002132,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143161.71,26586996.10, 16116.00, 59183642.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.037241,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061014.18,8969429.36, 0.00, 19981701.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001277,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143039.57,26574457.58, 16694.00, 59162860.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.018790,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004697.50,29984544.00, 19877.00, 59989498.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.047896,22,3137,0.18,26.13,975.64,6,3137,1269.68,13,9,893.00, 6, 2957,  1198.35, 747.11, 6, 2951, 1178.86,96.70, 0.00 ,  5716566.48,8434761.70, 0.00, 19981792.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001602,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143086.00,26561928.98, 16988.00, 59142797.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.018786,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004696.50,29984918.50, 19581.00, 59990238.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.038190,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061070.00,8952391.92, 103.00, 19981847.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.002229,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143175.57,26549037.85, 16500.00, 59123446.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.038640,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061096.47,8944668.21, 15.00, 19982027.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.018384,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004596.00,29967953.63, 20063.00, 59989270.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001388,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143055.43,26536830.14, 16683.00, 59102440.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.048202,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061658.94,8879361.30, 725.00, 19981529.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.013983,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30003495.75,29981907.26, 20795.00, 59986091.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001509,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143072.71,26524268.13, 16233.00, 59083004.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.037968,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061056.94,8927547.49, 0.00, 19982013.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.002328,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143189.71,26512045.27, 17065.00, 59063681.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
